"Evs_Au_Control_1" "Evs_Au_Control_2" "Evs_Au_Control_3" "Evs_Au_4h_1" "Evs_Au_4h_2" "Evs_Au_4h_3" "Evs_Au_24h_1" "Evs_Au_24h_2" "Evs_Au_24h_3" "Au_Cit_5min_1" "Au_Cit_5min_2" "Au_Cit_5min_3" "Au_Cit_4h_1" "Au_Cit_4h_2" "Au_Cit_4h_3" "Au_Cit_24h_1" "Au_Cit_24h_2" "Au_Cit_24h_3" "Au_Lys_5min_1" "Au_Lys_5min_2" "Au_Lys_5min_3" "Au_Lys_4h_1" "Au_Lys_4h_2" "Au_Lys_4h_3" "Au_Lys_24h_1" "Au_Lys_24h_2" "Au_Lys_24h_3" "Evs_Control_1" "Evs_Control_2" "Evs_Control_3" "Evs_4h_1" "Evs_4h_2" "Evs_4h_3" "Evs_24h_1" "Evs_24h_2" "Evs_24h_3" "Evs_Pd_Control_1" "Evs_Pd_Control_2" "Evs_Pd_Control_3" "Evs_Pd_4h_1" "Evs_Pd_4h_2" "Evs_Pd_4h_3" "Evs_Pd_24h_1" "Evs_Pd_24h_2" "Evs_Pd_24h_3" "Pd_5min_1" "Pd_5min_2" "Pd_5min_3" "Pd_4h_1" "Pd_4h_2" "Pd_4h_3" "Pd_24h_1" "Pd_24h_2" "Pd_24h_3" "Pd_24h_4" "Evs_Pt_Control_1" "Evs_Pt_Control_2" "Evs_Pt_Control_3" "Evs_Pt_4h_1" "Evs_Pt_4h_2" "Evs_Pt_4h_3" "Evs_Pt_24h_1" "Evs_Pt_24h_2" "Evs_Pt_24h_3" "Pt_5min_1" "Pt_5min_2" "Pt_5min_3" "Pt_4h_1" "Pt_4h_2" "Pt_4h_3" "Pt_24h_1" "Pt_24h_2" "Pt_24h_3"
"AHNAK" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.037528396 NA NA NA 1.0892961 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.013911366 0.049542427 0.032761455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"PReLID1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1694994 NA 0.1694994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1694994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1694994 NA NA NA NA NA NA NA NA
"TGM3" NA NA NA NA NA NA NA NA NA 0.061695576 NA NA 0.061695576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.24165225 NA NA NA NA 0.09144032 NA NA NA NA NA 0.061695576 NA NA NA NA NA NA NA NA NA NA NA NA 0.061695576 NA NA NA NA NA NA NA NA
"SULT1e1" NA NA NA 0.5958791 0.30316675 0.55955243 0.8113401 NA NA NA NA NA NA 0.46554792 0.455459 1.004472 NA NA NA NA NA NA NA NA NA NA NA 1.0511622 NA NA 1.0511622 0.47570658 0.6595869 0.51356125 0.23594749 0.3335215 0.61064565 NA NA 0.455459 NA 0.5848932 0.52405274 0.29419577 0.23594749 0.15080035 NA NA NA NA NA 0.46554792 NA NA NA 0.39958727 NA NA 0.7660378 NA NA 0.7660378 NA 0.21618605 NA NA NA NA NA NA NA 0.7021586 0.55955243
"NACA" NA NA NA NA NA NA NA NA NA 0.2647363 0.40928876 0.65576994 0.566751 NA NA NA NA NA NA 0.36458313 0.6032454 NA 0.36458313 0.566751 NA 0.36458313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.566751 NA NA NA NA 0.566751 0.80301774 0.80301774 0.566751 0.53461695 0.9633602 0.566751 0.36458313 0.566751 0.65576994 NA NA NA NA NA NA NA NA 0.80301774 0.36458313 NA NA NA NA NA NA NA NA
"IGLC2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.38675582 0.38675582 NA NA 8.162204 NA 4.9429216 NA NA NA NA NA NA NA NA NA NA
"P80209" NA NA NA 0.32129562 0.16680968 NA 0.16680968 NA NA 0.32129562 NA NA 0.10662377 NA NA NA NA NA 0.16680968 NA NA NA NA NA NA NA NA NA NA NA 0.29717934 NA 0.16680968 0.23026884 NA NA 0.31219995 NA NA 0.16680968 NA NA 0.16680968 NA NA 0.16680968 NA 0.4859357 NA NA NA 0.16680968 NA NA NA NA NA NA 0.29717934 NA NA 0.29717934 NA NA 0.10662377 NA NA NA NA NA NA 0.054386854 0.054386854
"P02656" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4521116 NA NA NA NA NA NA NA NA 0.4521116 0.4521116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4521116 0.4521116 NA 0.8749945 1.0090928 NA 1.0090928 NA NA NA NA NA NA NA NA NA NA
"ACO2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.03038609 NA NA 0.03038609 0.03038609 NA 0.03038609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.21059811 NA NA NA NA NA NA NA NA 0.21898961 0.13501084 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.03038609 NA NA NA NA NA NA 0.14551294 0.14551294
"eIF4A2" NA NA NA NA NA 0.14551294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.059253693 NA NA NA NA NA 0.69433784 NA NA NA 0.14551294 NA NA NA 0.14024973 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.14024973 NA NA NA NA NA NA NA NA 0.23310483 NA NA NA NA NA NA 0.101539254 NA
"K2C4" 0.7458222 NA NA NA 0.55596566 NA NA 0.35518944 0.35518944 NA 0.7458222 0.5170504 NA NA NA 0.8365383 NA NA 0.9054607 0.35518944 0.5170504 NA NA 0.35518944 NA 0.35518944 NA 0.55596566 NA NA NA 0.7458222 NA NA 0.5170504 0.8365383 0.8113401 NA NA NA 1.2181964 NA NA NA NA NA 0.7458222 0.8365383 NA 0.35518944 0.40604758 NA 0.35518944 NA NA 0.8365383 NA NA NA NA NA NA NA 0.5170504 1.2181964 NA NA NA NA NA NA NA NA
"MPV17L" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.12460494 NA NA NA NA 0.15080035 NA NA NA 0.16412604 NA 0.16412604 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.15080035 0.16412604 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.12460494 NA NA NA NA NA NA 0.12460494 NA
"P02763" NA NA NA NA 0.28528666 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.8365383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.096478224 0.096478224 NA 0.69433784 2.0760968 NA 1.837919 1.5585859 NA NA NA NA NA NA NA NA NA
"ASL" NA NA NA 0.19674051 NA NA 0.16412604 NA NA NA NA NA NA NA 0.22743917 0.17489755 NA NA NA 0.054386854 NA 0.14551294 0.16412604 NA NA NA NA NA NA NA 0.28233063 NA 0.22743917 0.23310483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.054386854 NA NA NA NA NA NA NA NA NA NA NA 0.12979591 NA NA NA NA NA NA 0.17489755 0.2882495
"Q9UNP9" NA 0.071519256 NA NA 0.1561122 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.071519256 0.071519256 NA 0.1561122 NA NA NA NA NA NA 0.071519256 NA NA NA NA NA 0.1561122 NA NA NA NA NA NA NA NA NA NA NA 0.1561122 0.071519256 NA NA NA NA 0.18304157 NA NA NA NA NA NA NA NA NA NA
"PNP" NA NA NA NA 0.25892544 NA 0.25892544 NA NA NA NA NA NA NA 0.47910845 0.57398295 NA NA NA NA NA NA NA NA NA NA NA 0.25025904 NA NA 0.46554792 0.36458313 NA 0.3520726 NA 0.25892544 0.25892544 NA NA 0.25892544 0.22179961 0.25892544 0.46554792 NA NA NA NA NA 0.16412604 NA NA NA NA NA NA 0.17219532 NA NA 0.3520726 NA NA 0.25892544 NA NA 0.083926916 NA NA NA NA NA NA NA 0.16412604
"SAMD5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17219532 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17219532 NA NA NA NA NA NA 0.17219532 NA
"SFN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.28528666 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2029264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.243882 NA NA NA NA NA NA NA NA
"SLC35A2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.059253693 NA NA NA NA 0.035142183 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.035142183 NA NA NA NA NA NA 0.08642566 NA
"CHRNA5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.059253693 NA NA 0.101539254 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1614486 NA NA NA NA NA NA 0.16680968 NA
"CKB" NA NA NA 0.37720942 NA NA 0.4190575 NA NA NA NA NA NA NA 0.20503592 0.7988709 NA NA NA NA NA 0.13501084 NA NA NA NA NA 1.0796967 NA NA NA 0.46217716 0.30316675 0.3520726 NA 0.17760599 1.0796967 NA NA NA NA NA 0.56314766 NA NA NA NA NA NA NA NA 0.4190575 NA NA NA NA NA NA 0.7988709 NA NA 0.38675582 NA NA 0.13501084 NA NA NA NA NA NA NA NA
"RPS7" NA NA NA NA NA NA NA NA 0.34586036 NA NA 0.09900582 NA NA NA 0.29717934 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.8113401 NA NA NA 1.2130947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.26765192 NA NA NA NA NA NA NA NA 0.29717934 NA NA NA NA NA NA NA NA
"YBX1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1271975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.6218101 NA NA NA NA 0.29121923 0.14551294 0.14551294 0.29121923 0.29121923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RPL9" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4859357 NA NA NA NA NA NA NA NA 1.5468302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4859357 NA NA NA NA NA NA NA NA 0.28528666 NA NA NA NA NA NA NA NA
"HSPB1" NA NA NA NA NA NA NA NA NA 0.12201846 NA NA NA NA NA 0.12201846 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.39315677 NA 0.39315677 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7741895 NA NA NA NA NA NA 0.81551564 NA
"TUBA1D" 1.4154608 NA NA NA 1.3878112 1.7669415 NA 0.18850219 NA 0.6069412 NA NA NA NA NA 1.8575904 NA NA NA 0.21898961 NA NA NA NA NA NA NA 2.8725765 NA NA NA 2.5156045 2.758374 2.5727282 1.5118864 2.0199516 3.0550852 NA NA 1.5822601 2.6307805 2.4994519 NA 1.9922645 2.427678 0.68267405 0.32434154 NA NA NA NA 1.1379621 0.42889392 0.34276497 0.34276497 NA NA NA 1.8973436 NA 0.53461695 1.8444612 NA NA 1.3388374 0.64816236 NA NA 0.42889392 0.14815366 NA 1.9922645 2.2734067
"P36955" 0.28233063 0.23879659 0.23879659 0.39958727 0.25892544 NA NA NA 0.33967674 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.40604758 0.23879659 0.23879659 NA NA NA NA NA NA NA 0.28233063 0.28233063 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23879659 0.1614486 NA NA 0.6595869 0.30316675 0.5100801 NA NA NA NA NA NA NA NA NA NA
"PGAM2" NA NA NA NA 0.21059811 NA NA NA NA NA NA NA NA NA NA 0.30316675 NA NA NA NA NA NA 0.07646525 NA NA NA NA NA NA NA NA 0.46554792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.10407865 NA 0.07646525 0.07646525 NA 0.24451458 NA NA NA NA NA NA NA NA NA NA NA 0.07646525 NA NA NA NA NA NA NA NA
"FABP5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16680968 0.16680968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.33659554 NA NA NA NA NA NA NA NA
"DSTN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16680968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.0941124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37720942 NA NA NA NA NA NA NA NA
"TCP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.3520726 NA NA NA NA NA NA NA NA 0.2618276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.03038609 NA NA NA NA NA NA NA NA
"ARF2" NA NA NA NA 0.6634127 NA NA NA NA NA NA NA 0.40928876 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.30617094 NA NA NA NA NA NA NA NA
"RPS27A" 0.6519618 NA NA 0.53461695 0.30316675 0.30316675 0.44543982 0.6519618 0.6519618 NA 0.6519618 0.80301774 0.26765192 NA 0.44543982 NA 0.80301774 0.53461695 0.26765192 0.80301774 0.6519618 0.26765192 0.80301774 0.80301774 NA 1.1232445 NA NA NA NA 1.4603674 1.1877615 0.9408858 0.44543982 1.1877615 1.1877615 1.2542391 NA NA 0.44543982 2.258367 0.6519618 0.44543982 0.6519618 0.6519618 1.285599 0.6519618 0.80301774 0.53461695 0.99986184 0.6519618 NA 0.6519618 0.6519618 0.6519618 0.6519618 NA NA 0.6519618 0.30316675 NA NA 0.44543982 0.6519618 0.6519618 0.99986184 NA NA 0.6519618 0.6519618 NA 0.99986184 0.99986184
"RPS3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.87068224 NA NA NA 2.9536662 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.35518944 NA NA NA NA NA NA NA NA
"DYNLL1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.741106 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.33045447 NA NA NA NA NA NA NA NA
"IDe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.72583795 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1271975 NA NA NA NA NA NA NA NA
"ZP4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.08893013 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.06659615 NA NA NA NA NA NA NA NA
"RPS10" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37720942 NA NA 0.13501084 NA NA 0.13501084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.1527817 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37720942 NA NA NA NA NA NA NA NA
"CCDC106" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0519619 NA NA NA NA NA NA 0.11429453 NA
"SePTIN6" NA NA NA NA NA 0.096478224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.10662377 NA NA NA 0.096478224 NA NA NA 0.10662377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11943793 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11429453 NA
"P62937" NA 0.37720942 0.5848932 NA NA NA 0.35831344 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.67494285 0.6069412 NA 1.2803419 2.4119291 NA NA 2.013006 1.0941124 0.43879855 1.4434304 NA 3.2657952 2.2734067 0.32129562 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.67494285 0.37720942 NA NA NA NA 0.45881426 NA NA NA NA NA NA NA NA NA NA
"CTSL" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.42232883 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.19674051 NA NA NA NA NA NA NA NA NA NA 0.19674051 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.19674051 NA NA NA NA NA NA NA NA NA 0.08642566 0.19674051
"HPD" NA NA NA 0.28528666 0.3489629 0.3489629 0.28528666 NA NA NA NA NA NA NA 0.2133888 1.3659198 NA NA NA NA NA 0.36458313 NA NA NA NA NA 0.5703628 NA NA 0.39636838 0.3489629 0.7139573 0.61808 NA 0.19124198 0.2705741 NA NA 0.4996848 NA 0.22179961 0.16412604 0.25025904 0.3489629 NA NA NA NA NA NA 0.40604758 NA NA NA NA NA NA 0.38038433 NA NA 0.46217716 NA NA NA NA NA NA NA NA NA 0.44543982 0.599558
"UBA1" NA NA NA 0.24165225 NA NA 0.12979591 NA NA NA NA NA NA NA 0.11173177 0.096478224 NA NA NA NA NA 0.054386854 NA NA NA NA NA 0.6982436 NA NA 0.47910845 0.16412604 0.17760599 0.38356638 NA 0.15877736 0.29419577 NA NA 0.18304157 NA 0.1694994 0.17219532 NA 0.25025904 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1694994 NA NA 0.29419577 NA NA NA NA NA NA NA NA NA 0.05681753 0.14815366
"CPB1" NA NA 0.044720173 NA NA NA NA 0.12201846 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.044720173 NA 0.10407865 NA NA 0.10407865 NA NA NA NA NA NA NA 0.10407865 0.16680968 NA 0.10407865 NA NA NA NA NA NA NA NA NA NA NA 0.044720173 0.044720173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"GPR39" NA NA NA NA NA NA NA NA NA NA 0.083926916 0.083926916 0.083926916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.083926916 0.083926916
"PLS1" NA NA NA NA NA NA NA NA NA NA NA NA NA 0.32129562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.25314116 NA NA NA NA NA NA NA 0.14815366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.2133888 0.35518944
"KRT25" NA NA NA 0.17760599 0.17760599 NA 0.23879659 NA NA NA NA NA 0.17760599 0.1428783 NA NA NA 0.2705741 0.17760599 NA 0.16680968 NA 0.33045447 NA NA NA 0.16680968 NA NA NA NA 0.14815366 NA NA 0.17760599 NA 0.64437175 NA NA NA 0.1428783 NA NA NA NA NA NA 0.40281367 NA 0.16680968 NA 0.17760599 0.34586036 NA NA 0.41579378 NA NA NA NA NA NA NA NA NA NA NA NA 0.17760599 NA NA NA NA
"ASS1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.57398295 NA NA NA NA NA NA 0.33045447 NA NA NA NA 0.54525447 NA NA 0.55596566 0.28528666 0.38995266 0.9010782 NA NA 0.44543982 NA NA 0.23594749 NA 0.57398295 0.28528666 NA 0.2705741 NA NA NA NA NA NA 0.28528666 NA NA NA NA NA NA 0.2647363 NA NA NA NA NA NA NA NA NA NA NA NA 0.36772883 0.29419577
"GSTM1" NA NA NA 0.41579378 NA NA 0.46217716 NA NA NA NA NA NA NA NA 0.9054607 NA NA NA NA NA NA NA NA NA NA NA 0.86637974 NA NA 0.37404191 0.24738348 0.8238957 0.37404191 NA NA 1.0511622 NA NA 0.30316675 NA 0.4927944 0.733804 NA NA NA NA NA 0.19674051 NA NA NA NA NA NA 0.37404191 NA NA 0.62554884 NA NA 0.35831344 NA NA NA NA NA NA NA NA NA 0.40281367 0.40281367
"ARG1" NA NA NA NA NA NA NA NA 0.23879659 0.08143401 NA NA NA NA NA 0.20503592 NA NA 0.23026884 0.52405274 0.33967674 NA 0.46217716 0.33967674 NA 0.08143401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23026884 NA NA 0.23026884 0.40928876 0.33967674 NA 0.1694994 0.23026884 NA 0.38038433 0.08143401 0.33045447 NA NA NA NA NA NA NA NA NA 0.6368165 0.11429453 NA NA NA 0.1694994 NA NA 0.13762724
"WDR1" NA NA NA 0.69433784 0.09144032 0.21898961 0.48936105 NA NA NA NA NA NA NA 0.455459 0.42232883 NA NA NA NA NA 0.21059811 NA NA NA NA NA 1.3334582 NA NA 0.89234364 0.27643883 0.5848932 0.64058983 0.09144032 0.18576872 0.6904409 NA NA 0.4962356 NA NA 0.6069412 0.28528666 0.40928876 NA NA NA NA NA NA 0.061695576 NA NA NA NA NA NA 0.633052 NA NA 0.65576994 NA NA NA NA NA NA NA NA NA 0.40928876 0.39315677
"MYLK" NA NA NA NA NA NA NA NA NA 0.1271975 0.037528396 NA NA NA 0.06659615 NA 0.02093947 NA 0.07398939 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.13501084 NA NA 0.06414306 0.032761455 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.09144032 NA NA NA NA
"TTL" NA NA NA NA 0.18032062 NA NA NA NA NA NA 0.08143401 NA NA NA NA 0.08143401 NA NA NA NA NA NA NA NA 0.08143401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.08143401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.08143401 NA NA NA NA
"LGB" NA NA NA NA 0.90985334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.47570658 NA NA 0.90985334 0.90985334 NA NA NA NA NA 0.90985334 NA 1.3768401 1.118361 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.13762724 NA NA NA NA
"H2AZ2" NA NA NA NA NA NA NA 0.3335215 NA 0.17489755 0.17489755 NA NA NA 0.17489755 NA NA 0.3335215 NA 0.17489755 0.17489755 NA NA 0.17489755 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17489755 0.17489755 NA 0.17489755 0.17489755 NA 0.17489755 0.17489755 0.17489755 NA NA NA NA NA NA NA 0.3335215 0.3335215 0.38356638 0.17489755 NA NA NA 0.17489755 NA 0.17489755 NA
"KRT86" 0.9054607 NA 0.24451458 NA 0.47570658 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.21898961 0.5170504 NA 0.4962356 NA NA 0.39315677 0.33659554 1.9174271 NA NA NA NA NA 0.15345323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16412604 0.2133888 0.16412604 1.2080047 1.8906798 NA NA NA NA NA NA NA NA NA NA NA
"TPM3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.733804 NA NA NA NA NA NA 0.18576872 NA NA NA NA NA NA 0.083926916 NA NA NA NA NA NA NA NA NA 0.30617094 0.3614447 NA NA NA 0.083926916 NA NA NA
"HSPA2" 0.28233063 NA NA NA NA NA NA NA NA NA 0.1694994 0.33045447 NA 0.21898961 0.33967674 NA 0.31219995 NA NA NA NA 0.30316675 NA NA NA NA NA 0.36458313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.28233063 0.24738348 0.25025904 NA NA NA 0.101539254 NA NA NA NA NA 0.12979591 0.19398808 NA 0.17760599 NA 0.30617094 0.20226443 NA NA NA 0.08642566 NA NA NA
"H2AZ1" NA NA NA NA NA NA NA 0.3335215 NA 0.17489755 0.17489755 NA NA NA 0.17489755 NA NA 0.3335215 NA 0.17489755 0.17489755 NA NA 0.17489755 NA 0.4321879 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17489755 0.17489755 NA 0.17489755 0.17489755 NA 0.17489755 0.17489755 0.17489755 NA NA NA NA NA NA NA 0.3335215 0.3335215 0.38356638 0.17489755 NA NA NA 0.17489755 NA 0.17489755 NA
"PLA2G2A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.19124198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.19124198 0.19124198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"CAPN1" NA NA NA NA NA NA NA NA NA NA NA NA 0.19674051 NA NA 0.36458313 NA NA NA NA NA 0.25314116 NA NA NA NA NA 0.08642566 NA NA 0.06414306 NA NA 0.09900582 NA 0.059253693 NA NA NA NA NA NA NA NA NA NA NA 0.09900582 0.17489755 0.26765192 0.3614447 0.14551294 NA NA NA 0.09144032 NA NA NA NA NA 0.14024973 NA 0.05681753 NA NA NA NA NA NA NA NA NA
"CCT6A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7660378 NA NA 0.3708818 0.096478224 NA NA 0.13501084 NA 0.25892544 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.13762724 0.31522477
